"","Incident.Number","CalendarYear","Month","IncDate","Call_Type","Problem","ResponseArea","Jurisdiction","PriorityDescription","Council_District","Location","Date","dateDay","month","day","season","Fire_Type"
"20595",24175570,2024,"Dec","12/16/2024 12:00:00 AM","Fire","TRASH - Trash Fire","00-1101","AFD","3F","5","(-97.758459,30.260860)",2024-12-16,"12-16",12,16,"Fall","TRASH"
"20596",24175619,2024,"Dec","12/17/2024 12:00:00 AM","Fire","DUMP - Dumpster Fire","SV-5109","AFD","3F","-","(-97.819906,30.230314)",2024-12-17,"12-17",12,17,"Fall","DUMP"
"20597",24175659,2024,"Dec","12/17/2024 12:00:00 AM","Fire","AUTO - Auto Fire","00-3501","AFD","2F","2","(-97.713593,30.210315)",2024-12-17,"12-17",12,17,"Fall","AUTO"
"20598",24175794,2024,"Dec","12/17/2024 12:00:00 AM","Fire","DUMP - Dumpster Fire","00-0804","AFD","3F","7","(-97.714956,30.353243)",2024-12-17,"12-17",12,17,"Fall","DUMP"
"20599",24175821,2024,"Dec","12/17/2024 12:00:00 AM","Fire","TRASH - Trash Fire","00-1101","AFD","3F","5","(-97.764435,30.252007)",2024-12-17,"12-17",12,17,"Fall","TRASH"
"20600",24175833,2024,"Dec","12/17/2024 12:00:00 AM","Fire","BOXL- Structure Fire","00-3606","AFD","1F","2","(-97.791501,30.192027)",2024-12-17,"12-17",12,17,"Fall","BOXL"
"20601",24175859,2024,"Dec","12/17/2024 12:00:00 AM","Fire","TRASH - Trash Fire","00-1701","AFD","3F","3","(-97.764555,30.222807)",2024-12-17,"12-17",12,17,"Fall","TRASH"
"20602",24175861,2024,"Dec","12/17/2024 12:00:00 AM","Fire","TRASH - Trash Fire","00-3501","AFD","3F","2","(-97.747438,30.216153)",2024-12-17,"12-17",12,17,"Fall","TRASH"
"20603",24175865,2024,"Dec","12/17/2024 12:00:00 AM","Fire","TRASH - Trash Fire","00-2403","AFD","3F","2","(-97.768014,30.188338)",2024-12-17,"12-17",12,17,"Fall","TRASH"
"20604",24175910,2024,"Dec","12/17/2024 12:00:00 AM","Fire","TRASH - Trash Fire","00-3402","AFD","3F","6","(-97.812152,30.460063)",2024-12-17,"12-17",12,17,"Fall","TRASH"
"20605",24175923,2024,"Dec","12/17/2024 12:00:00 AM","Fire","TRASH - Trash Fire","00-0102","AFD","3F","9","(-97.746907,30.264059)",2024-12-17,"12-17",12,17,"Fall","TRASH"
"20606",24175930,2024,"Dec","12/17/2024 12:00:00 AM","Fire","AUTO - Auto Fire","00-1701","AFD","2F","5","(-97.777588,30.227591)",2024-12-17,"12-17",12,17,"Fall","AUTO"
"20607",24175941,2024,"Dec","12/17/2024 12:00:00 AM","Fire","ELEC - Electrical Fire","00-2404","AFD","3F","2","(-97.729727,30.162651)",2024-12-17,"12-17",12,17,"Fall","ELEC"
"20608",24175963,2024,"Dec","12/17/2024 12:00:00 AM","Fire","AUTO - Auto Fire","00-3501","AFD","2F","2","(-97.737286,30.211773)",2024-12-17,"12-17",12,17,"Fall","AUTO"
"20609",24175974,2024,"Dec","12/17/2024 12:00:00 AM","Fire","BOXL- Structure Fire","00-3502","AFD","1F","3","(-97.730942,30.224333)",2024-12-17,"12-17",12,17,"Fall","BOXL"
"20610",24175978,2024,"Dec","12/17/2024 12:00:00 AM","Fire","AUTO - Auto Fire","00-2402","AFD","2F","2","(-97.758602,30.196324)",2024-12-17,"12-17",12,17,"Fall","AUTO"
"20611",24175987,2024,"Dec","12/17/2024 12:00:00 AM","Fire","AUTO - Auto Fire","00-1708","AFD","2F","3","(-97.757847,30.219375)",2024-12-17,"12-17",12,17,"Fall","AUTO"
"20612",24176020,2024,"Dec","12/17/2024 12:00:00 AM","Fire","BOX -Structure Fire","00-3802","AFD","1F","6","(-97.812421,30.458726)",2024-12-17,"12-17",12,17,"Fall","BOX"
"20613",24176037,2024,"Dec","12/17/2024 12:00:00 AM","Fire","TRASH - Trash Fire","00-2305","AFD","3F","4","(-97.707349,30.352056)",2024-12-17,"12-17",12,17,"Fall","TRASH"
"20614",24176088,2024,"Dec","12/17/2024 12:00:00 AM","Fire","DUMP - Dumpster Fire","00-5103","AFD","3F","8","(-97.821134,30.235695)",2024-12-17,"12-17",12,17,"Fall","DUMP"
"20615",24176128,2024,"Dec","12/18/2024 12:00:00 AM","Fire","TRASH - Trash Fire","00-2202","AFD","3F","9","(-97.739177,30.233218)",2024-12-18,"12-18",12,18,"Fall","TRASH"
"20616",24176132,2024,"Dec","12/18/2024 12:00:00 AM","Fire","DUMP - Dumpster Fire","00-3607","AFD","3F","2","(-97.772291,30.190611)",2024-12-18,"12-18",12,18,"Fall","DUMP"
"20617",24176194,2024,"Dec","12/18/2024 12:00:00 AM","Fire","BOXS - Still Box Alarm","00-2806","AFD","1F","7","(-97.716976,30.410174)",2024-12-18,"12-18",12,18,"Fall","BOXS"
"20618",24176233,2024,"Dec","12/18/2024 12:00:00 AM","Fire","TRASH - Trash Fire","00-2204","AFD","3F","3","(-97.702927,30.227687)",2024-12-18,"12-18",12,18,"Fall","TRASH"
"20619",24176250,2024,"Dec","12/18/2024 12:00:00 AM","Fire","TRASH - Trash Fire","00-1702","AFD","3F","3","(-97.773177,30.208220)",2024-12-18,"12-18",12,18,"Fall","TRASH"
"20620",24176256,2024,"Dec","12/18/2024 12:00:00 AM","Fire","BOXS - Still Box Alarm","00-2402","AFD","1F","2","(-97.741548,30.196865)",2024-12-18,"12-18",12,18,"Fall","BOXS"
"20621",24176264,2024,"Dec","12/18/2024 12:00:00 AM","Fire","TRASH - Trash Fire","00-2004","AFD","3F","5","(-97.800801,30.213710)",2024-12-18,"12-18",12,18,"Fall","TRASH"
"20622",24176294,2024,"Dec","12/18/2024 12:00:00 AM","Fire","TRASH - Trash Fire","00-3701","AFD","3F","8","(-97.885771,30.245570)",2024-12-18,"12-18",12,18,"Fall","TRASH"
"20623",24176331,2024,"Dec","12/18/2024 12:00:00 AM","Fire","TRASH - Trash Fire","00-3607","AFD","3F","2","(-97.771762,30.190900)",2024-12-18,"12-18",12,18,"Fall","TRASH"
"20624",24176339,2024,"Dec","12/18/2024 12:00:00 AM","Fire","TRASH - Trash Fire","00-0801","AFD","3F","4","(-97.712570,30.372831)",2024-12-18,"12-18",12,18,"Fall","TRASH"
"20625",24176369,2024,"Dec","12/18/2024 12:00:00 AM","Fire","TRASH - Trash Fire","00-2204","AFD","3F","3","(-97.698813,30.232341)",2024-12-18,"12-18",12,18,"Fall","TRASH"
"20626",24176388,2024,"Dec","12/18/2024 12:00:00 AM","Fire","BRUSH - Brush Fire","00-2601","AFD","1F","1","(-97.616192,30.284081)",2024-12-18,"12-18",12,18,"Fall","BRUSH"
"20627",24176402,2024,"Dec","12/18/2024 12:00:00 AM","Fire","TRASH - Trash Fire","00-2201","AFD","3F","3","(-97.705902,30.226024)",2024-12-18,"12-18",12,18,"Fall","TRASH"
"20628",24176420,2024,"Dec","12/18/2024 12:00:00 AM","Fire","TRASH - Trash Fire","00-5101","AFD","3F","8","(-97.838247,30.231182)",2024-12-18,"12-18",12,18,"Fall","TRASH"
"20629",24176473,2024,"Dec","12/18/2024 12:00:00 AM","Fire","AUTO - Auto Fire","00-0601","AFD","2F","9","(-97.741191,30.243100)",2024-12-18,"12-18",12,18,"Fall","AUTO"
"20630",24176488,2024,"Dec","12/18/2024 12:00:00 AM","Fire","TRASH - Trash Fire","00-1904","AFD","3F","10","(-97.755112,30.336401)",2024-12-18,"12-18",12,18,"Fall","TRASH"
"20631",24176496,2024,"Dec","12/18/2024 12:00:00 AM","Fire","TRASH - Trash Fire","00-0604","AFD","3F","9","(-97.748373,30.261856)",2024-12-18,"12-18",12,18,"Fall","TRASH"
"20632",24176501,2024,"Dec","12/18/2024 12:00:00 AM","Fire","ELEC - Electrical Fire","00-2101","AFD","3F","10","(-97.749323,30.357952)",2024-12-18,"12-18",12,18,"Fall","ELEC"
"20633",24176520,2024,"Dec","12/18/2024 12:00:00 AM","Fire","AUTO - Auto Fire","00-2204","AFD","2F","3","(-97.702000,30.227195)",2024-12-18,"12-18",12,18,"Fall","AUTO"
"20634",24176532,2024,"Dec","12/18/2024 12:00:00 AM","Fire","TRASH - Trash Fire","00-2702","AFD","3F","8","(-97.860336,30.235340)",2024-12-18,"12-18",12,18,"Fall","TRASH"
"20635",24176536,2024,"Dec","12/18/2024 12:00:00 AM","Fire","TRASH - Trash Fire","00-0101","AFD","3F","9","(-97.736521,30.268230)",2024-12-18,"12-18",12,18,"Fall","TRASH"
"20636",24176540,2024,"Dec","12/18/2024 12:00:00 AM","Fire","DUMP - Dumpster Fire","00-0101","AFD","3F","9","(-97.736488,30.268323)",2024-12-18,"12-18",12,18,"Fall","DUMP"
"20637",24176541,2024,"Dec","12/18/2024 12:00:00 AM","Fire","TRASH - Trash Fire","00-4203","AFD","3F","2","(-97.639735,30.202506)",2024-12-18,"12-18",12,18,"Fall","TRASH"
"20638",24176566,2024,"Dec","12/18/2024 12:00:00 AM","Fire","TRASH - Trash Fire","00-1104","AFD","3F","5","(-97.756852,30.263031)",2024-12-18,"12-18",12,18,"Fall","TRASH"
"20639",24176574,2024,"Dec","12/18/2024 12:00:00 AM","Fire","TRASH - Trash Fire","00-1804","AFD","3F","4","(-97.700368,30.331130)",2024-12-18,"12-18",12,18,"Fall","TRASH"
"20640",24176587,2024,"Dec","12/18/2024 12:00:00 AM","Fire","TRASH - Trash Fire","00-2702","AFD","3F","8","(-97.860310,30.235344)",2024-12-18,"12-18",12,18,"Fall","TRASH"
"20641",24176591,2024,"Dec","12/18/2024 12:00:00 AM","Fire","TRASH - Trash Fire","00-2304","AFD","3F","4","(-97.692509,30.338413)",2024-12-18,"12-18",12,18,"Fall","TRASH"
"20642",24176594,2024,"Dec","12/19/2024 12:00:00 AM","Fire","AUTO - Auto Fire","00-2403","AFD","2F","2","(-97.767913,30.183294)",2024-12-19,"12-19",12,19,"Fall","AUTO"
"20643",24176597,2024,"Dec","12/19/2024 12:00:00 AM","Fire","TRASH - Trash Fire","00-2202","AFD","3F","3","(-97.737146,30.232421)",2024-12-19,"12-19",12,19,"Fall","TRASH"
"20644",24176599,2024,"Dec","12/19/2024 12:00:00 AM","Fire","AUTO - Auto Fire","00-2403","AFD","2F","2","(-97.767775,30.183246)",2024-12-19,"12-19",12,19,"Fall","AUTO"
"20645",24176606,2024,"Dec","12/19/2024 12:00:00 AM","Fire","TRASH - Trash Fire","00-3611","AFD","3F","2","(-97.784681,30.167910)",2024-12-19,"12-19",12,19,"Fall","TRASH"
"20646",24176623,2024,"Dec","12/19/2024 12:00:00 AM","Fire","TRASH - Trash Fire","00-3502","AFD","3F","3","(-97.736530,30.232048)",2024-12-19,"12-19",12,19,"Fall","TRASH"
"20647",24176669,2024,"Dec","12/19/2024 12:00:00 AM","Fire","TRASH - Trash Fire","00-1804","AFD","3F","4","(-97.700396,30.331087)",2024-12-19,"12-19",12,19,"Fall","TRASH"
"20648",24176671,2024,"Dec","12/19/2024 12:00:00 AM","Fire","TRASH - Trash Fire","00-1805","AFD","3F","1","(-97.686638,30.332070)",2024-12-19,"12-19",12,19,"Fall","TRASH"
"20649",24176688,2024,"Dec","12/19/2024 12:00:00 AM","Fire","AUTO - Auto Fire","00-3501","AFD","2F","2","(-97.722913,30.211238)",2024-12-19,"12-19",12,19,"Fall","AUTO"
"20650",24176692,2024,"Dec","12/19/2024 12:00:00 AM","Fire","BOXS - Still Box Alarm","00-2206","AFD","1F","3","(-97.701159,30.223974)",2024-12-19,"12-19",12,19,"Fall","BOXS"
"20651",24176698,2024,"Dec","12/19/2024 12:00:00 AM","Fire","ELEC - Electrical Fire","00-4204","AFD","3F","2","(-97.666039,30.202333)",2024-12-19,"12-19",12,19,"Fall","ELEC"
"20652",24176706,2024,"Dec","12/19/2024 12:00:00 AM","Fire","TRASH - Trash Fire","00-3501","AFD","3F","3","(-97.747759,30.216149)",2024-12-19,"12-19",12,19,"Fall","TRASH"
"20653",24176710,2024,"Dec","12/19/2024 12:00:00 AM","Fire","BOXS - Still Box Alarm","SV-5108","AFD","1F","-","(-97.808941,30.222793)",2024-12-19,"12-19",12,19,"Fall","BOXS"
"20654",24176749,2024,"Dec","12/19/2024 12:00:00 AM","Fire","BOXS - Still Box Alarm","00-0805","AFD","1F","7","(-97.736134,30.370738)",2024-12-19,"12-19",12,19,"Fall","BOXS"
"20655",24176773,2024,"Dec","12/19/2024 12:00:00 AM","Fire","TRASH - Trash Fire","00-1805","AFD","3F","1","(-97.680619,30.329587)",2024-12-19,"12-19",12,19,"Fall","TRASH"
"20656",24176778,2024,"Dec","12/19/2024 12:00:00 AM","Fire","GRASS - Small Grass Fire","00-1803","AFD","3F","-","(-97.699617,30.317289)",2024-12-19,"12-19",12,19,"Fall","GRASS"
"20657",24176836,2024,"Dec","12/19/2024 12:00:00 AM","Fire","TRASH - Trash Fire","00-2403","AFD","3F","2","(-97.755169,30.180586)",2024-12-19,"12-19",12,19,"Fall","TRASH"
"20658",24176985,2024,"Dec","12/19/2024 12:00:00 AM","Fire","TRASH - Trash Fire","00-5106","AFD","3F","5","(-97.792160,30.230939)",2024-12-19,"12-19",12,19,"Fall","TRASH"
"20659",24176996,2024,"Dec","12/19/2024 12:00:00 AM","Fire","BOXS - Still Box Alarm","00-5002","AFD","1F","2","(-97.611521,30.170343)",2024-12-19,"12-19",12,19,"Fall","BOXS"
"20660",24177018,2024,"Dec","12/19/2024 12:00:00 AM","Fire","TRASH - Trash Fire","00-1502","AFD","3F","3","(-97.682717,30.231167)",2024-12-19,"12-19",12,19,"Fall","TRASH"
"20661",24177019,2024,"Dec","12/19/2024 12:00:00 AM","Fire","DUMP - Dumpster Fire","00-2503","AFD","3F","10","(-97.747611,30.400638)",2024-12-19,"12-19",12,19,"Fall","DUMP"
"20662",24177091,2024,"Dec","12/19/2024 12:00:00 AM","Fire","BOX -Structure Fire","00-2305","AFD","1F","4","(-97.696568,30.346648)",2024-12-19,"12-19",12,19,"Fall","BOX"
"20663",24177097,2024,"Dec","12/19/2024 12:00:00 AM","Fire","TRASH - Trash Fire","00-0902","AFD","3F","9","(-97.723495,30.316005)",2024-12-19,"12-19",12,19,"Fall","TRASH"
"20664",24177100,2024,"Dec","12/19/2024 12:00:00 AM","Fire","TRASH - Trash Fire","00-0902","AFD","3F","9","(-97.723495,30.316005)",2024-12-19,"12-19",12,19,"Fall","TRASH"
"20665",24177131,2024,"Dec","12/19/2024 12:00:00 AM","Fire","GRASS - Small Grass Fire","00-4608","AFD","3F","5","(-97.829370,30.156783)",2024-12-19,"12-19",12,19,"Fall","GRASS"
"20666",24177134,2024,"Dec","12/19/2024 12:00:00 AM","Fire","TRASH - Trash Fire","00-1502","AFD","3F","3","(-97.680283,30.232678)",2024-12-19,"12-19",12,19,"Fall","TRASH"
"20667",24177142,2024,"Dec","12/19/2024 12:00:00 AM","Fire","GRASS - Small Grass Fire","00-2303","AFD","3F","1","(-97.677578,30.328919)",2024-12-19,"12-19",12,19,"Fall","GRASS"
"20668",24177173,2024,"Dec","12/20/2024 12:00:00 AM","Fire","TRASH - Trash Fire","00-3206","AFD","3F","8","(-97.812201,30.258123)",2024-12-20,"12-20",12,20,"Fall","TRASH"
"20669",24177178,2024,"Dec","12/20/2024 12:00:00 AM","Fire","TRASH - Trash Fire","00-3604","AFD","3F","5","(-97.797335,30.170479)",2024-12-20,"12-20",12,20,"Fall","TRASH"
"20670",24177201,2024,"Dec","12/20/2024 12:00:00 AM","Fire","TRASH - Trash Fire","00-2306","AFD","3F","4","(-97.695997,30.364870)",2024-12-20,"12-20",12,20,"Fall","TRASH"
"20671",24177209,2024,"Dec","12/20/2024 12:00:00 AM","Fire","TRASH - Trash Fire","00-2206","AFD","3F","3","(-97.702592,30.214932)",2024-12-20,"12-20",12,20,"Fall","TRASH"
"20672",24177228,2024,"Dec","12/20/2024 12:00:00 AM","Fire","TRASH - Trash Fire","00-2202","AFD","3F","-","(-97.736888,30.232315)",2024-12-20,"12-20",12,20,"Fall","TRASH"
"20673",24177237,2024,"Dec","12/20/2024 12:00:00 AM","Fire","TRASH - Trash Fire","00-1706","AFD","3F","3","(-97.775650,30.230006)",2024-12-20,"12-20",12,20,"Fall","TRASH"
"20674",24177264,2024,"Dec","12/20/2024 12:00:00 AM","Fire","TRASH - Trash Fire","00-2201","AFD","3F","3","(-97.707908,30.226933)",2024-12-20,"12-20",12,20,"Fall","TRASH"
"20675",24177283,2024,"Dec","12/20/2024 12:00:00 AM","Fire","TRASH - Trash Fire","00-0604","AFD","3F","9","(-97.754549,30.257874)",2024-12-20,"12-20",12,20,"Fall","TRASH"
"20676",24177364,2024,"Dec","12/20/2024 12:00:00 AM","Fire","TRASH - Trash Fire","00-0604","AFD","3F","9","(-97.754068,30.258658)",2024-12-20,"12-20",12,20,"Fall","TRASH"
"20677",24177373,2024,"Dec","12/20/2024 12:00:00 AM","Fire","TRASH - Trash Fire","00-2903","AFD","3F","5","(-97.827005,30.173980)",2024-12-20,"12-20",12,20,"Fall","TRASH"
"20678",24177384,2024,"Dec","12/20/2024 12:00:00 AM","Fire","TRASH - Trash Fire","00-1801","AFD","3F","1","(-97.666620,30.315289)",2024-12-20,"12-20",12,20,"Fall","TRASH"
"20679",24177386,2024,"Dec","12/20/2024 12:00:00 AM","Fire","TRASH - Trash Fire","00-1101","AFD","3F","5","(-97.760586,30.255621)",2024-12-20,"12-20",12,20,"Fall","TRASH"
"20680",24177392,2024,"Dec","12/20/2024 12:00:00 AM","Fire","AUTO - Auto Fire","00-4004","AFD","2F","1","(-97.649391,30.384943)",2024-12-20,"12-20",12,20,"Fall","AUTO"
"20681",24177432,2024,"Dec","12/20/2024 12:00:00 AM","Fire","TRASH - Trash Fire","00-3601","AFD","3F","2","(-97.788527,30.167953)",2024-12-20,"12-20",12,20,"Fall","TRASH"
"20682",24177436,2024,"Dec","12/20/2024 12:00:00 AM","Fire","AUTO - Auto Fire","00-3501","AFD","2F","2","(-97.722234,30.208240)",2024-12-20,"12-20",12,20,"Fall","AUTO"
"20683",24177455,2024,"Dec","12/20/2024 12:00:00 AM","Fire","TRASH - Trash Fire","00-2006","AFD","3F","5","(-97.801113,30.195393)",2024-12-20,"12-20",12,20,"Fall","TRASH"
"20684",24177490,2024,"Dec","12/20/2024 12:00:00 AM","Fire","BOX -Structure Fire","00-5402","AFD","1F","6","(-97.830130,30.441483)",2024-12-20,"12-20",12,20,"Fall","BOX"
"20685",24177492,2024,"Dec","12/20/2024 12:00:00 AM","Fire","GRASS - Small Grass Fire","00-1805","AFD","3F","1","(-97.677687,30.325672)",2024-12-20,"12-20",12,20,"Fall","GRASS"
"20686",24177495,2024,"Dec","12/20/2024 12:00:00 AM","Fire","TRASH - Trash Fire","00-2401","AFD","3F","2","(-97.759746,30.195175)",2024-12-20,"12-20",12,20,"Fall","TRASH"
"20687",24177498,2024,"Dec","12/20/2024 12:00:00 AM","Fire","TRASH - Trash Fire","00-0604","AFD","3F","9","(-97.756563,30.251596)",2024-12-20,"12-20",12,20,"Fall","TRASH"
"20688",24177499,2024,"Dec","12/20/2024 12:00:00 AM","Fire","GRASS - Small Grass Fire","00-1705","AFD","3F","5","(-97.792421,30.232821)",2024-12-20,"12-20",12,20,"Fall","GRASS"
"20689",24177502,2024,"Dec","12/20/2024 12:00:00 AM","Fire","TRASH - Trash Fire","00-1804","AFD","3F","4","(-97.700396,30.331087)",2024-12-20,"12-20",12,20,"Fall","TRASH"
"20690",24177523,2024,"Dec","12/20/2024 12:00:00 AM","Fire","TRASH - Trash Fire","00-3604","AFD","3F","2","(-97.786361,30.166977)",2024-12-20,"12-20",12,20,"Fall","TRASH"
"20691",24177565,2024,"Dec","12/20/2024 12:00:00 AM","Fire","TRASH - Trash Fire","00-3401","AFD","3F","6","(-97.793539,30.461375)",2024-12-20,"12-20",12,20,"Fall","TRASH"
"20692",24177593,2024,"Dec","12/20/2024 12:00:00 AM","Fire","TRASH - Trash Fire","00-2006","AFD","3F","5","(-97.802805,30.197797)",2024-12-20,"12-20",12,20,"Fall","TRASH"
"20693",24177596,2024,"Dec","12/20/2024 12:00:00 AM","Fire","GRASS - Small Grass Fire","00-4902","AFD","3F","5","(-97.785329,30.166173)",2024-12-20,"12-20",12,20,"Fall","GRASS"
"20694",24177611,2024,"Dec","12/20/2024 12:00:00 AM","Fire","BOXS - Still Box Alarm","00-4507","AFD","1F","6","(-97.753586,30.490015)",2024-12-20,"12-20",12,20,"Fall","BOXS"
"20695",24177612,2024,"Dec","12/20/2024 12:00:00 AM","Fire","BOX -Structure Fire","04-2303","AFD","1F","-","(-97.654291,30.336415)",2024-12-20,"12-20",12,20,"Fall","BOX"
"20696",24177647,2024,"Dec","12/20/2024 12:00:00 AM","Fire","ELEC - Electrical Fire","00-0303","AFD","3F","9","(-97.743785,30.300680)",2024-12-20,"12-20",12,20,"Fall","ELEC"
"20697",24177666,2024,"Dec","12/20/2024 12:00:00 AM","Fire","PKG - Auto In Parking Garage","00-2205","AFD","2F","3","(-97.691914,30.220684)",2024-12-20,"12-20",12,20,"Fall","PKG"
"20698",24177693,2024,"Dec","12/21/2024 12:00:00 AM","Fire","TRASH - Trash Fire","00-2305","AFD","3F","4","(-97.696568,30.346648)",2024-12-21,"12-21",12,21,"Winter","TRASH"
"20699",24177697,2024,"Dec","12/21/2024 12:00:00 AM","Fire","ELEC - Electrical Fire","00-2606","AFD","3F","1","(-97.641960,30.283673)",2024-12-21,"12-21",12,21,"Winter","ELEC"
"20700",24177748,2024,"Dec","12/21/2024 12:00:00 AM","Fire","BOX -Structure Fire","00-1802","AFD","1F","4","(-97.694586,30.307813)",2024-12-21,"12-21",12,21,"Winter","BOX"
"20701",24177763,2024,"Dec","12/21/2024 12:00:00 AM","Fire","TRASH - Trash Fire","00-4201","AFD","3F","2","(-97.639039,30.203125)",2024-12-21,"12-21",12,21,"Winter","TRASH"
"20702",24177766,2024,"Dec","12/21/2024 12:00:00 AM","Fire","TRASH - Trash Fire","00-3002","AFD","3F","7","(-97.680417,30.395403)",2024-12-21,"12-21",12,21,"Winter","TRASH"
"20703",24177776,2024,"Dec","12/21/2024 12:00:00 AM","Fire","BOX -Structure Fire","00-3004","AFD","1F","1","(-97.673000,30.379195)",2024-12-21,"12-21",12,21,"Winter","BOX"
"20704",24177869,2024,"Dec","12/21/2024 12:00:00 AM","Fire","AUTO - Auto Fire","00-2503","AFD","2F","10","(-97.746135,30.401844)",2024-12-21,"12-21",12,21,"Winter","AUTO"
"20705",24177874,2024,"Dec","12/21/2024 12:00:00 AM","Fire","DUMP - Dumpster Fire","00-1903","AFD","3F","10","(-97.756890,30.351875)",2024-12-21,"12-21",12,21,"Winter","DUMP"
"20706",24177881,2024,"Dec","12/21/2024 12:00:00 AM","Fire","ELEC - Electrical Fire","00-3001","AFD","3F","4","(-97.713250,30.379355)",2024-12-21,"12-21",12,21,"Winter","ELEC"
"20707",24177926,2024,"Dec","12/21/2024 12:00:00 AM","Fire","TRASH - Trash Fire","00-0501","AFD","3F","1","(-97.680005,30.271698)",2024-12-21,"12-21",12,21,"Winter","TRASH"
"20708",24177944,2024,"Dec","12/21/2024 12:00:00 AM","Fire","GRASS - Small Grass Fire","00-2704","AFD","3F","8","(-97.842890,30.216019)",2024-12-21,"12-21",12,21,"Winter","GRASS"
"20709",24177992,2024,"Dec","12/21/2024 12:00:00 AM","Fire","TRASH - Trash Fire","00-3607","AFD","3F","2","(-97.771762,30.190900)",2024-12-21,"12-21",12,21,"Winter","TRASH"
"20710",24177999,2024,"Dec","12/21/2024 12:00:00 AM","Fire","TRASH - Trash Fire","00-3601","AFD","3F","2","(-97.787321,30.181780)",2024-12-21,"12-21",12,21,"Winter","TRASH"
"20711",24178000,2024,"Dec","12/21/2024 12:00:00 AM","Fire","TRASH - Trash Fire","00-2204","AFD","3F","3","(-97.706340,30.230106)",2024-12-21,"12-21",12,21,"Winter","TRASH"
"20712",24178001,2024,"Dec","12/21/2024 12:00:00 AM","Fire","AUTO - Auto Fire","04-4802","AFD","2F","-","(-97.615628,30.239302)",2024-12-21,"12-21",12,21,"Winter","AUTO"
"20713",24178002,2024,"Dec","12/21/2024 12:00:00 AM","Fire","AUTO - Auto Fire","04-4802","AFD","2F","-","(-97.619559,30.231444)",2024-12-21,"12-21",12,21,"Winter","AUTO"
"20714",24178028,2024,"Dec","12/21/2024 12:00:00 AM","Fire","TRASH - Trash Fire","00-3401","AFD","3F","6","(-97.792897,30.461568)",2024-12-21,"12-21",12,21,"Winter","TRASH"
"20715",24178034,2024,"Dec","12/21/2024 12:00:00 AM","Fire","DUMP - Dumpster Fire","00-1602","AFD","3F","4","(-97.705287,30.338740)",2024-12-21,"12-21",12,21,"Winter","DUMP"
"20716",24178048,2024,"Dec","12/21/2024 12:00:00 AM","Fire","TRASH - Trash Fire","00-1502","AFD","3F","3","(-97.682040,30.231767)",2024-12-21,"12-21",12,21,"Winter","TRASH"
"20717",24178062,2024,"Dec","12/21/2024 12:00:00 AM","Fire","TRASH - Trash Fire","00-5101","AFD","3F","8","(-97.852146,30.235657)",2024-12-21,"12-21",12,21,"Winter","TRASH"
"20718",24178069,2024,"Dec","12/21/2024 12:00:00 AM","Fire","TRASH - Trash Fire","00-1502","AFD","3F","3","(-97.682040,30.231767)",2024-12-21,"12-21",12,21,"Winter","TRASH"
"20719",24178109,2024,"Dec","12/21/2024 12:00:00 AM","Fire","TRASH - Trash Fire","00-2403","AFD","3F","2","(-97.768077,30.187725)",2024-12-21,"12-21",12,21,"Winter","TRASH"
"20720",24178111,2024,"Dec","12/21/2024 12:00:00 AM","Fire","BOXL- Structure Fire","00-3607","AFD","1F","2","(-97.777856,30.190845)",2024-12-21,"12-21",12,21,"Winter","BOXL"
"20721",24178139,2024,"Dec","12/21/2024 12:00:00 AM","Fire","BOXL- Structure Fire","00-0701","AFD","1F","3","(-97.728287,30.261535)",2024-12-21,"12-21",12,21,"Winter","BOXL"
"20722",24178150,2024,"Dec","12/21/2024 12:00:00 AM","Fire","TRASH - Trash Fire","00-0401","AFD","3F","9","(-97.751398,30.276897)",2024-12-21,"12-21",12,21,"Winter","TRASH"
"20723",24178159,2024,"Dec","12/21/2024 12:00:00 AM","Fire","TRASH - Trash Fire","00-2005","AFD","3F","2","(-97.796422,30.199643)",2024-12-21,"12-21",12,21,"Winter","TRASH"
"20724",24178164,2024,"Dec","12/21/2024 12:00:00 AM","Fire","BOXS - Still Box Alarm","00-4001","AFD","1F","1","(-97.646868,30.390009)",2024-12-21,"12-21",12,21,"Winter","BOXS"
"20725",24178178,2024,"Dec","12/21/2024 12:00:00 AM","Fire","TRASH - Trash Fire","00-0101","AFD","3F","3","(-97.735518,30.260953)",2024-12-21,"12-21",12,21,"Winter","TRASH"
"20726",24178184,2024,"Dec","12/21/2024 12:00:00 AM","Fire","TRASH - Trash Fire","00-4608","AFD","3F","5","(-97.827642,30.153267)",2024-12-21,"12-21",12,21,"Winter","TRASH"
"20727",24178194,2024,"Dec","12/22/2024 12:00:00 AM","Fire","TRASH - Trash Fire","00-0301","AFD","3F","9","(-97.741600,30.292990)",2024-12-22,"12-22",12,22,"Winter","TRASH"
"20728",24178230,2024,"Dec","12/22/2024 12:00:00 AM","Fire","TRASH - Trash Fire","00-3611","AFD","3F","2","(-97.768126,30.187297)",2024-12-22,"12-22",12,22,"Winter","TRASH"
"20729",24178319,2024,"Dec","12/22/2024 12:00:00 AM","Fire","TRASH - Trash Fire","00-1705","AFD","3F","5","(-97.791680,30.231680)",2024-12-22,"12-22",12,22,"Winter","TRASH"
